	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YIR012W	gene-YIR012W	1539.2818206327	5.33139191524631	0.413454287865607	12.8947554100086	4.8178929044477e-38	1.12071601100384e-35
gene-YJL148W	gene-YJL148W	1277.86147916182	5.22593434997371	0.406263041610082	12.8634254527868	7.23002263122666e-38	1.61952506939477e-35
gene-YLR327C	gene-YLR327C	14481.9598695448	-5.02561321382006	0.391273599998613	-12.8442430407722	9.26537671716336e-38	2.00132137090729e-35
gene-YOL041C	gene-YOL041C	1901.31896893855	5.68910866483953	0.443541478060613	12.8265538765736	1.16428691279573e-37	2.42814043054779e-35
gene-YBL028C	gene-YBL028C	858.034325018968	5.39107273063741	0.422886811773864	12.7482640284376	3.18764645224399e-37	6.42629524772388e-35
gene-YOL080C	gene-YOL080C	382.996833835639	6.25150014758955	0.491016292525144	12.7317570572659	3.93874453522838e-37	7.68436353195524e-35
gene-YDL063C	gene-YDL063C	1078.92099167074	5.55142741069792	0.436312815573281	12.7235029835275	4.37784926874933e-37	8.27413511793623e-35
gene-YOL151W	gene-YOL151W	10484.4413006595	5.98014802977029	0.470524717322839	12.7095300408356	5.23480890723951e-37	9.59397705181351e-35
gene-YHR196W	gene-YHR196W	1195.89996346396	5.15767787258907	0.40666275165974	12.6829365402626	7.35247513124839e-37	1.30787557628795e-34
gene-YML018C	gene-YML018C	802.297206298991	5.83706001666664	0.46053809681916	12.6744346601986	8.19473720089452e-37	1.41605058831457e-34
gene-YNR060W	gene-YNR060W	1990.26842621473	6.43128510591228	0.512032046052923	12.5603175728723	3.48929442739427e-36	5.86201463802238e-34
gene-YPL212C	gene-YPL212C	1385.29939580822	5.22684378571661	0.417670480640825	12.5142762727621	6.23737886353e-36	1.01955857747647e-33
gene-YJR063W	gene-YJR063W	779.766324447575	5.28253686593635	0.424209243722855	12.4526679795491	1.35247217684694e-35	2.15256624357113e-33
gene-YLR264C-A	gene-YLR264C-A	400.222052994152	6.38232042091481	0.513263478262708	12.4347838706889	1.69197809949969e-35	2.55827088644353e-33
gene-YBL039C	gene-YBL039C	2044.27799744967	6.18418744859629	0.497327355858187	12.4348427162726	1.69073257389772e-35	2.55827088644353e-33
gene-YDR037W	gene-YDR037W	4853.7076942754	5.21293790976942	0.423284036824731	12.3154606747618	7.47869050398888e-35	1.10319805288109e-32
gene-YNL182C	gene-YNL182C	617.644008379654	5.51187151034788	0.452242460985633	12.1878682031208	3.60734770663967e-34	5.19458069756112e-32
gene-YDR449C	gene-YDR449C	839.702547030525	5.17889118052489	0.425965116836968	12.1580171141268	5.20057193078601e-34	7.31466489241716e-32
gene-YLR224W	gene-YLR224W	721.502514615953	5.09659203221802	0.420903298458199	12.1087006228918	9.49869484186306e-34	1.30563878189972e-31
gene-YMR093W	gene-YMR093W	864.277082376653	5.18698139196231	0.428536193367441	12.1039517133967	1.00646908095318e-33	1.35269444480107e-31
gene-YJL069C	gene-YJL069C	727.871304477214	5.18198029569049	0.429448312910622	12.0665983307029	1.58553838504805e-33	2.08463829408057e-31
gene-YKR097W	gene-YKR097W	21637.6719307886	-4.70812977985346	0.391534725735471	-12.0248076872608	2.63200206064192e-33	3.38688265165156e-31
gene-YBR105C	gene-YBR105C	2414.85853857446	4.91891451733161	0.414161076336694	11.8768150808377	1.56206305238403e-32	1.96819944600387e-30
gene-YNL248C	gene-YNL248C	1315.09968098837	5.28750570046549	0.448332839830596	11.7937059941078	4.20616133725667e-32	5.19160485055681e-30
