	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YIR012W	gene-YIR012W	1539.2818206327	5.33139191524631	0.413454287865607	12.8947554100086	4.8178929044477e-38	1.12071601100384e-35
gene-YJL148W	gene-YJL148W	1277.86147916182	5.22593434997371	0.406263041610082	12.8634254527868	7.23002263122666e-38	1.61952506939477e-35
gene-YLR327C	gene-YLR327C	14481.9598695448	-5.02561321382006	0.391273599998613	-12.8442430407722	9.26537671716336e-38	2.00132137090729e-35
gene-YOL041C	gene-YOL041C	1901.31896893855	5.68910866483953	0.443541478060613	12.8265538765736	1.16428691279573e-37	2.42814043054779e-35
gene-YBL028C	gene-YBL028C	858.034325018968	5.39107273063741	0.422886811773864	12.7482640284376	3.18764645224399e-37	6.42629524772388e-35
gene-YOL080C	gene-YOL080C	382.996833835639	6.25150014758955	0.491016292525144	12.7317570572659	3.93874453522838e-37	7.68436353195524e-35
gene-YDL063C	gene-YDL063C	1078.92099167074	5.55142741069792	0.436312815573281	12.7235029835275	4.37784926874933e-37	8.27413511793623e-35
gene-YOL151W	gene-YOL151W	10484.4413006595	5.98014802977029	0.470524717322839	12.7095300408356	5.23480890723951e-37	9.59397705181351e-35
gene-YHR196W	gene-YHR196W	1195.89996346396	5.15767787258907	0.40666275165974	12.6829365402626	7.35247513124839e-37	1.30787557628795e-34
gene-YML018C	gene-YML018C	802.297206298991	5.83706001666664	0.46053809681916	12.6744346601986	8.19473720089452e-37	1.41605058831457e-34
gene-YNR060W	gene-YNR060W	1990.26842621473	6.43128510591228	0.512032046052923	12.5603175728723	3.48929442739427e-36	5.86201463802238e-34
gene-YPL212C	gene-YPL212C	1385.29939580822	5.22684378571661	0.417670480640825	12.5142762727621	6.23737886353e-36	1.01955857747647e-33
gene-YJR063W	gene-YJR063W	779.766324447575	5.28253686593635	0.424209243722855	12.4526679795491	1.35247217684694e-35	2.15256624357113e-33
gene-YLR264C-A	gene-YLR264C-A	400.222052994152	6.38232042091481	0.513263478262708	12.4347838706889	1.69197809949969e-35	2.55827088644353e-33
gene-YBL039C	gene-YBL039C	2044.27799744967	6.18418744859629	0.497327355858187	12.4348427162726	1.69073257389772e-35	2.55827088644353e-33
gene-YDR037W	gene-YDR037W	4853.7076942754	5.21293790976942	0.423284036824731	12.3154606747618	7.47869050398888e-35	1.10319805288109e-32
gene-YNL182C	gene-YNL182C	617.644008379654	5.51187151034788	0.452242460985633	12.1878682031208	3.60734770663967e-34	5.19458069756112e-32
gene-YDR449C	gene-YDR449C	839.702547030525	5.17889118052489	0.425965116836968	12.1580171141268	5.20057193078601e-34	7.31466489241716e-32
gene-YLR224W	gene-YLR224W	721.502514615953	5.09659203221802	0.420903298458199	12.1087006228918	9.49869484186306e-34	1.30563878189972e-31
gene-YMR093W	gene-YMR093W	864.277082376653	5.18698139196231	0.428536193367441	12.1039517133967	1.00646908095318e-33	1.35269444480107e-31
gene-YJL069C	gene-YJL069C	727.871304477214	5.18198029569049	0.429448312910622	12.0665983307029	1.58553838504805e-33	2.08463829408057e-31
gene-YKR097W	gene-YKR097W	21637.6719307886	-4.70812977985346	0.391534725735471	-12.0248076872608	2.63200206064192e-33	3.38688265165156e-31
gene-YBR105C	gene-YBR105C	2414.85853857446	4.91891451733161	0.414161076336694	11.8768150808377	1.56206305238403e-32	1.96819944600387e-30
gene-YNL248C	gene-YNL248C	1315.09968098837	5.28750570046549	0.448332839830596	11.7937059941078	4.20616133725667e-32	5.19160485055681e-30
gene-YER049W	gene-YER049W	1370.10089181885	5.21505789600913	0.442874356933342	11.7754794658252	5.22193371695324e-32	6.31645102402663e-30
gene-YKL078W	gene-YKL078W	494.973527698949	6.07683738861405	0.51737810297785	11.7454475820253	7.45268689823347e-32	8.83800987461099e-30
gene-YGR128C	gene-YGR128C	840.986700769346	4.90940487207888	0.420935677391817	11.6630761794731	1.96801331662112e-31	2.28895087287011e-29
gene-YJL025W	gene-YJL025W	239.372539734032	6.30483929096074	0.543281154770996	11.6051131823602	3.88173686939761e-31	4.42957445021071e-29
gene-YNL075W	gene-YNL075W	802.652812954905	4.95504611198063	0.427986244873249	11.5775826240586	5.3534433439339e-31	5.99585654520596e-29
gene-YPL068C	gene-YPL068C	278.533029658036	6.29055187474209	0.543584670079694	11.572349665085	5.69026531601596e-31	6.25722266022991e-29
gene-YLR413W	gene-YLR413W	655.737966346538	5.39356320861815	0.468941299670277	11.5015743173196	1.29531001559052e-30	1.39893481683776e-28
gene-YKR092C	gene-YKR092C	2180.37386630002	5.46338262875919	0.476081651951601	11.4757260784219	1.74704966905411e-30	1.85371164884899e-28
gene-YGL035C	gene-YGL035C	649.845761895154	5.3306012889949	0.466690654791535	11.4221299146777	3.24189996923168e-30	3.38051914032987e-28
gene-YIL053W	gene-YIL053W	34468.4432280483	5.21693606731247	0.4570270675812	11.4149389333173	3.52151216957415e-30	3.60984840704822e-28
gene-YKL029C	gene-YKL029C	5049.04113299886	5.5473060754053	0.48649874368069	11.4025085315456	4.06242030526453e-30	4.09491966770664e-28
gene-YOR226C	gene-YOR226C	580.359506754726	6.33459639487884	0.557720205955869	11.3580184602099	6.76619513338257e-30	6.60031422043512e-28
gene-YHR085W	gene-YHR085W	377.923733351695	5.59625167405619	0.492704401526875	11.35823357111	6.74955783907527e-30	6.60031422043512e-28
gene-YGL120C	gene-YGL120C	1323.17024780552	5.13837913585177	0.452491993891613	11.3557349195499	6.94533955912898e-30	6.66752597676382e-28
gene-YOR004W	gene-YOR004W	599.949484492177	4.8716656984365	0.429526535380163	11.3419435055967	8.1318175288408e-30	7.68456756475456e-28
gene-YLR435W	gene-YLR435W	394.317350785338	5.34483538277945	0.475476362961932	11.2410117497415	2.56426482563649e-29	2.38594979468454e-27
gene-YPL081W	gene-YPL081W	1679.00298167424	4.75677179221402	0.423451619186019	11.2333300351	2.79733096782145e-29	2.56337237778548e-27
gene-YNL110C	gene-YNL110C	1231.31545956632	4.6483606928595	0.414325757462144	11.2190965904026	3.28610158367865e-29	2.96631975792365e-27
gene-YMR081C	gene-YMR081C	2812.51958554339	-4.79405460722232	0.42802741068951	-11.2003448552502	4.06149378965134e-29	3.61234035879578e-27
gene-YGR208W	gene-YGR208W	416.173933809946	6.12298034403793	0.547838299509254	11.1766197243289	5.30731967439111e-29	4.65198107111847e-27
gene-YNL299W	gene-YNL299W	234.913289093969	5.84977614675928	0.523569596050977	11.1728721279486	5.53612928096137e-29	4.78321569875062e-27
gene-YER073W	gene-YER073W	875.353920312194	6.17684281457248	0.553000003095376	11.1696976130164	5.73758716365184e-29	4.88745453038962e-27
gene-YPR137W	gene-YPR137W	907.327831571434	4.62011777458555	0.414747915588053	11.1395804558412	8.04976582921475e-29	6.76180329654039e-27
gene-YNR053C	gene-YNR053C	1314.99003720806	4.53859175670242	0.408112896922375	11.1209221539639	9.92408784984749e-29	8.2220388103942e-27
gene-YIL079C	gene-YIL079C	350.953539417043	5.18420839791729	0.467189248803713	11.0965918226757	1.30319067044627e-28	1.06509421281879e-26
gene-YKR081C	gene-YKR081C	1338.33064429571	4.5400378417192	0.409714432709499	11.0809809937504	1.55163086858271e-28	1.2512351324251e-26
gene-YFL034C-A	gene-YFL034C-A	1134.79536865236	5.38386192932958	0.485958802148609	11.0788443496146	1.58910378504158e-28	1.26459206472783e-26
gene-YNL113W	gene-YNL113W	1030.58954337761	4.60101904001404	0.415347188639891	11.0775254193502	1.61268218198431e-28	1.26668855021313e-26
gene-YHR052W	gene-YHR052W	1667.82918822893	4.50656276726181	0.407162197577489	11.068224884517	1.78909368484992e-28	1.3872357187144e-26
gene-YDR342C	gene-YDR342C	2155.20297274496	-4.50737033567947	0.408412470290753	-11.0363190733883	2.55277817085191e-28	1.95432941484967e-26
gene-YHR208W	gene-YHR208W	5096.80900213335	4.82207366510852	0.440083533927381	10.9571781113361	6.13836188840489e-28	4.6406015876341e-26
gene-YHR022C	gene-YHR022C	392.534493507608	6.1890619585067	0.566242410247752	10.9300572449152	8.2796176227629e-28	6.18211449166297e-26
gene-YPL030W	gene-YPL030W	463.109697987018	5.04462358382953	0.462373675619796	10.9102741999042	1.02945367403036e-27	7.59284856162879e-26
gene-YLR022C	gene-YLR022C	658.909261991583	4.57314430948503	0.419741520790439	10.8951439945066	1.2157410393683e-27	8.85879735674634e-26
gene-YOR108W	gene-YOR108W	894.483559972795	5.25921027203217	0.484159547363733	10.8625561566818	1.73814581104049e-27	1.25146498394915e-25
gene-YPL093W	gene-YPL093W	3491.21455579546	4.59231582981266	0.423031549417706	10.8557289311728	1.87306327288171e-27	1.3327396087516e-25
gene-YLL011W	gene-YLL011W	916.188658743644	4.53893320097698	0.419267107728314	10.8258747641091	2.59588422046224e-27	1.82557067039019e-25
gene-YLR186W	gene-YLR186W	1341.86136884177	5.31399507983026	0.493093106620544	10.7768593973057	4.427448276598e-27	3.07783990538675e-25
gene-YLL034C	gene-YLL034C	583.664987776812	4.56988359596436	0.425430283054877	10.7417919644777	6.47747374386909e-27	4.45179104578639e-25
gene-YAL012W	gene-YAL012W	1373.78465286177	4.74590876817685	0.442539449585147	10.724261470081	7.83101372536843e-27	5.32156977652003e-25
gene-YOR233W	gene-YOR233W	298.253197341015	5.19352232736001	0.485027218276877	10.7076925410716	9.36673509796103e-27	6.29444598582982e-25
gene-YKL023C-A	gene-YKL023C-A	403.703810856579	4.66146663359332	0.436208555380082	10.6863255571217	1.17951851368671e-26	7.81805577581307e-25
gene-YGR264C	gene-YGR264C	1302.02821795033	4.40656383031263	0.412384812008	10.6855628577978	1.18925451616204e-26	7.81805577581307e-25
gene-YNL124W	gene-YNL124W	792.661670855584	5.08443099334318	0.477067593488063	10.6576742221549	1.60562466726595e-26	1.04417397716392e-24
gene-YDR101C	gene-YDR101C	1447.24269883972	4.59325146473	0.431293391669953	10.6499463090429	1.74465654794189e-26	1.12251944701623e-24
gene-YOR375C	gene-YOR375C	6563.75748966559	4.65690645247176	0.437426545539451	10.646145049859	1.81735955200603e-26	1.1449365177638e-24
gene-YCR021C	gene-YCR021C	60798.8038126837	-4.45140282807324	0.418096340582368	-10.6468351812715	1.80394051786022e-26	1.1449365177638e-24
gene-YOR145C	gene-YOR145C	2259.00823170107	4.18784001005898	0.394519178163735	10.6150479922193	2.53664045496437e-26	1.58160839913655e-24
gene-YNL117W	gene-YNL117W	7963.54843787832	-4.7914987343888	0.451507616169129	-10.6122212844223	2.6145813536316e-26	1.61357020681264e-24
gene-YCL054W	gene-YCL054W	964.015021917665	4.4004294773741	0.415021791293036	10.6028877752761	2.88918542768539e-26	1.76502964309508e-24
gene-YAL025C	gene-YAL025C	1354.20464564386	4.49982819621897	0.424612521338617	10.5974929378742	3.06075361338219e-26	1.85114378537355e-24
gene-YNR001C	gene-YNR001C	5104.35675114559	-4.34755898147022	0.411152357568041	-10.5740825789884	3.93004913791239e-26	2.35336011743506e-24
gene-YKR024C	gene-YKR024C	642.111717967643	4.83510198748106	0.458318568762259	10.5496532696434	5.09848949105217e-26	3.0231043570474e-24
gene-YPR060C	gene-YPR060C	422.62496424011	5.11130004895395	0.485238849413756	10.5335754858235	6.04921793965106e-26	3.55200680572909e-24
gene-YCL036W	gene-YCL036W	482.501194376484	4.82128897731812	0.459529283198248	10.4917992249868	9.42169302450395e-26	5.42689518211427e-24
gene-YER056C	gene-YER056C	4203.17877811334	4.24792691652418	0.404856255450022	10.4924324605096	9.35874794408278e-26	5.42689518211427e-24
gene-YGR187C	gene-YGR187C	803.365259141381	4.54857478145721	0.434491489129991	10.4687315983222	1.20243328678174e-25	6.86067596080751e-24
gene-YDL167C	gene-YDL167C	521.274073545942	4.48952462870417	0.429928024884152	10.4425028582724	1.58573744325281e-25	8.96312154840467e-24
gene-YJR124C	gene-YJR124C	302.976554203747	5.29147399017567	0.507185394584841	10.4330172884947	1.75233725982651e-25	9.81308865502843e-24
gene-YOR078W	gene-YOR078W	905.030080354691	4.23730970158113	0.407008358672416	10.410866536998	2.21198934943413e-25	1.22734968673189e-23
gene-YML080W	gene-YML080W	288.71821675191	5.0303976551996	0.48341363578061	10.4059904042148	2.32822308618775e-25	1.26856695723094e-23
gene-YBL081W	gene-YBL081W	357.173548971666	4.72636727454704	0.454179243303898	10.4063920670733	2.31842402607255e-25	1.26856695723094e-23
gene-YHR169W	gene-YHR169W	483.269623812462	4.45476015701004	0.428236972138236	10.4025585057892	2.41363953754609e-25	1.30336535027489e-23
gene-YLR363W-A	gene-YLR363W-A	425.862843369326	4.6598527597162	0.448567618410326	10.3882950272474	2.80319134840396e-25	1.5003275464732e-23
gene-YBR195C	gene-YBR195C	207.247530800243	5.21613108878794	0.502975149583748	10.3705542770944	3.37561046642537e-25	1.77527757399484e-23
gene-YDR321W	gene-YDR321W	470.318266429968	4.75582923094928	0.458566440754058	10.3710799750825	3.35708984339585e-25	1.77527757399484e-23
gene-YBR169C	gene-YBR169C	4157.05322227537	-4.14227550814788	0.400807363290274	-10.334828866774	4.90286435433061e-25	2.55625203577513e-23
gene-YKL068W-A	gene-YKL068W-A	235.141175529445	5.10648480298885	0.494610022534801	10.3242647142872	5.47365666240117e-25	2.82945944394891e-23
gene-YPL211W	gene-YPL211W	929.402028959373	4.8207128876397	0.468587468047253	10.2877546165054	8.00206109999156e-25	4.10139538413127e-23
gene-YLL012W	gene-YLL012W	332.255699844718	4.61214694476483	0.449757608762538	10.2547391192662	1.12679858883908e-24	5.72678812209981e-23
gene-YPR010C	gene-YPR010C	2469.62287860373	4.49190546845575	0.438667310432884	10.2398910555315	1.31384229668522e-24	6.62176517529352e-23
gene-YCL040W	gene-YCL040W	5520.55370387964	-4.02892115812973	0.394174671305123	-10.2211568916639	1.59426686044588e-24	7.96869915039394e-23
gene-YBR034C	gene-YBR034C	963.422505135245	4.48585162725622	0.440068227064499	10.1935367094765	2.11911608780669e-24	1.05052574582417e-22
gene-YJR073C	gene-YJR073C	5527.88615210082	-4.0093498259359	0.393587742543003	-10.1866734975819	2.27412881652124e-24	1.11820577905044e-22
gene-YPL231W	gene-YPL231W	4933.97905202707	-4.10101516424226	0.403148938763115	-10.1724568017577	2.63185172092536e-24	1.28366445227069e-22
gene-YJR097W	gene-YJR097W	267.124064170801	4.82436015660566	0.474535962059688	10.1664795554501	2.79840609028931e-24	1.34323492333887e-22
gene-YDL060W	gene-YDL060W	1256.07280341614	4.12077023147146	0.405302435292373	10.1671489550731	2.77924613025588e-24	1.34323492333887e-22
gene-YDR343C	gene-YDR343C	1004.04345499545	-4.29106189806578	0.422157495985924	-10.1645995602761	2.85291901960465e-24	1.35861844335188e-22
gene-YDR528W	gene-YDR528W	159.983122513891	5.93374126455889	0.583926557695939	10.1617937844312	2.93623840381398e-24	1.38737264580211e-22
gene-YNL175C	gene-YNL175C	920.365520316492	4.58263069375229	0.453446359843761	10.1062244613261	5.18438313988634e-24	2.43063172325834e-22
gene-YEL011W	gene-YEL011W	3248.92813766608	-4.42685036024416	0.438366685068031	-10.0985100169214	5.60878636654383e-24	2.60937999575824e-22
gene-YLR002C	gene-YLR002C	494.663924448504	4.45129242422247	0.44107229635277	10.0919791631219	5.9948438319209e-24	2.76769583934791e-22
gene-YDL014W	gene-YDL014W	4115.42833843248	4.68287076418008	0.464402058539209	10.0836563449141	6.52517894410483e-24	2.98971835257167e-22
gene-YBR187W	gene-YBR187W	833.398568976125	5.03915912920058	0.50001058274086	10.0781049504551	6.90448822582391e-24	3.13972517216414e-22
gene-YNR054C	gene-YNR054C	550.25193902002	4.25552572504256	0.422978766072549	10.0608495422975	8.22851858683756e-24	3.71388659799952e-22
gene-YPL126W	gene-YPL126W	1224.61976927481	4.4612879247772	0.443557171612201	10.0579772130878	8.47211427649386e-24	3.79550719586925e-22
gene-YGL029W	gene-YGL029W	807.027987295706	5.13887046115186	0.510979779178933	10.0568959292465	8.56565432246595e-24	3.8091968634025e-22
gene-YOL077C	gene-YOL077C	1626.34215623235	4.52943903157076	0.450906309364857	10.0451888507634	9.64627310615875e-24	4.25844231722979e-22
gene-YGL157W	gene-YGL157W	238.231539100305	5.40351038741528	0.537975463728294	10.0441576832663	9.74768764249126e-24	4.27203006244834e-22
gene-YLR333C	gene-YLR333C	2603.33050169523	3.98519327297414	0.397011536963285	10.0379785017247	1.03779091092752e-23	4.51551038078393e-22
gene-YDL039C	gene-YDL039C	374.137320279522	4.57794686919516	0.456200287022314	10.0349495592738	1.07014085605437e-23	4.6230084981549e-22
gene-YPR110C	gene-YPR110C	1393.57585595766	4.05986041065853	0.405003585817408	10.024257939506	1.19252008345867e-23	5.11514997500569e-22
gene-YIL104C	gene-YIL104C	296.980508201247	4.63702574311991	0.463457111782983	10.0052963375201	1.44458540822263e-23	6.10968709715415e-22
gene-YDR496C	gene-YDR496C	1260.86663733524	4.41737031316668	0.44148823941832	10.0056353006974	1.43964657391613e-23	6.10968709715415e-22
gene-YMR186W	gene-YMR186W	8252.31398719781	-3.87705840999161	0.38790421083814	-9.99488611277125	1.60471589196322e-23	6.73980674624553e-22
gene-YLR051C	gene-YLR051C	635.081319934981	4.16611396247607	0.417740747463082	9.97296526081466	2.00161930365821e-23	8.34882313691368e-22
gene-YDR222W	gene-YDR222W	940.736772094239	4.20616747053898	0.42209474801779	9.96498414228481	2.16908476866334e-23	8.98535937046292e-22
gene-YDR299W	gene-YDR299W	997.988692272796	3.99660409109055	0.402327675740356	9.93370412248193	2.97012605144643e-23	1.22199471830939e-21
gene-YBR267W	gene-YBR267W	1097.04208486769	4.04165287587729	0.407232265660456	9.92468725267254	3.25120345994705e-23	1.32859990038917e-21
gene-YOR047C	gene-YOR047C	205.020018807964	5.16127747872139	0.520157888077236	9.92252082881999	3.32256821236729e-23	1.34865050660385e-21
gene-YLR174W	gene-YLR174W	1449.20317526719	-4.43563382071402	0.447274466450958	-9.91702892389537	3.51050328902724e-23	1.41543492613578e-21
gene-YHR021W-A	gene-YHR021W-A	164.709477007076	6.13662194009165	0.620024340539442	9.89738876179052	4.27285633958068e-23	1.71140630078039e-21
gene-YNR034W-A	gene-YNR034W-A	8246.85959872452	-3.87104967301806	0.391683557143004	-9.88310487489965	4.92818032829909e-23	1.96089701483901e-21
gene-YNL077W	gene-YNL077W	2131.86182994073	-3.96216664971445	0.401279174466883	-9.87384071196411	5.40543597408245e-23	2.13673704387259e-21
gene-YFR015C	gene-YFR015C	888.165758373218	-4.211305427361	0.4267018782771	-9.86943259862143	5.64832035511345e-23	2.21824944855364e-21
gene-YDR171W	gene-YDR171W	8898.69868245457	-4.09487211287556	0.415347682292384	-9.85890204147805	6.27315902299327e-23	2.44774617877828e-21
gene-YKL024C	gene-YKL024C	915.216561641731	4.26492696586199	0.432667512491172	9.85728496532083	6.3749877425944e-23	2.4715337094366e-21
gene-YNL123W	gene-YNL123W	620.072865810482	4.33328265652357	0.440145773591794	9.84510795403525	7.19619303034796e-23	2.77213856353786e-21
gene-YJR070C	gene-YJR070C	2608.54552272877	4.3333532623806	0.440357862499488	9.84052660666559	7.53155711746499e-23	2.88296566116635e-21
gene-YNL015W	gene-YNL015W	3244.23089981977	-4.02783793609558	0.409496294883818	-9.83607907182251	7.87191352716531e-23	2.99429767372929e-21
gene-YGR090W	gene-YGR090W	655.60293075957	4.07785233793196	0.415157929685038	9.82241225893396	9.01598093605434e-23	3.40804079382854e-21
gene-YPL240C	gene-YPL240C	10684.1465691661	-4.10323137668423	0.418515965770629	-9.80424096636025	1.07955562141377e-22	4.05537416044131e-21
gene-YGR008C	gene-YGR008C	3075.70602759063	-4.663203374137	0.475969457527095	-9.7972743847152	1.15664550543178e-22	4.31814322027864e-21
gene-YCL064C	gene-YCL064C	1445.93228978994	-4.01088970157033	0.411251162412968	-9.75289571958145	1.79280030982161e-22	6.65205906368167e-21
gene-YBR155W	gene-YBR155W	458.635479024636	4.17564147177586	0.428475074270145	9.74535445005418	1.93103793342487e-22	7.12129111058145e-21
gene-YLR304C	gene-YLR304C	5994.85295564201	-3.98798376856722	0.410045496311817	-9.72571045027299	2.342642856365e-22	8.58685090623971e-21
gene-YOL010W	gene-YOL010W	666.662180283711	4.16632909009975	0.428505348653608	9.72293368843734	2.40743448055927e-22	8.77118297495328e-21
gene-YGR081C	gene-YGR081C	441.958799337475	4.18016037527797	0.430011060492202	9.72105315266367	2.45231811147136e-22	8.88120954381962e-21
gene-YNR016C	gene-YNR016C	3128.67755067237	-3.85553948678057	0.396807727951401	-9.716392134512	2.56716665956168e-22	9.24179997442204e-21
gene-YIL118W	gene-YIL118W	640.146729849928	4.68969345955191	0.483009229420347	9.70932473729321	2.75153907529551e-22	9.84692800437115e-21
gene-YNL194C	gene-YNL194C	2111.95588494103	-4.45474163586423	0.458881516709717	-9.70782538334888	2.79230754124086e-22	9.9340447114263e-21
gene-YOL016C	gene-YOL016C	1513.41705829645	-4.04983968058574	0.417372170626049	-9.70318570716172	2.92228875310712e-22	1.03356739057262e-20
gene-YCR057C	gene-YCR057C	1013.6258586845	4.19049741165935	0.432097025435836	9.69804734812186	3.07323690020286e-22	1.08063585886203e-20
gene-YDR324C	gene-YDR324C	840.122120786006	4.12752282643745	0.427087424921474	9.66435110374966	4.27319341811998e-22	1.49388865854275e-20
gene-YMR229C	gene-YMR229C	1930.76175413265	4.04271837505179	0.418359110304998	9.66327319155188	4.31841066460384e-22	1.50101998273126e-20
gene-YIL169C	gene-YIL169C	2965.28977583385	-4.10027925884782	0.424399253224742	-9.66137246400032	4.39930065732558e-22	1.52039830717172e-20
gene-YIL155C	gene-YIL155C	6257.79261118913	-4.54893144724746	0.471748067554705	-9.64271347379702	5.27741657413472e-22	1.81351224092993e-20
gene-YBR021W	gene-YBR021W	789.811283541628	4.51837299089697	0.469777792930658	9.61810681324376	6.70539001600826e-22	2.29119767326655e-20
gene-YBR247C	gene-YBR247C	890.344878706405	3.91395554262354	0.407585917129036	9.60277423271335	7.78210706131454e-22	2.64416761274328e-20
gene-YPL012W	gene-YPL012W	1253.37052869159	4.26771521317096	0.44695231028074	9.54848003915747	1.31613001192084e-21	4.43763037651906e-20
gene-YHR170W	gene-YHR170W	1724.93304664552	3.86679895412933	0.404980178563068	9.54811904091043	1.32072332634496e-21	4.43763037651906e-20
gene-YBR214W	gene-YBR214W	1587.92376752899	-4.23777872442987	0.443997332104843	-9.54460402800163	1.36628541242922e-21	4.56535589744304e-20
gene-YDL130W-A	gene-YDL130W-A	1484.3225082855	-4.26533794511407	0.447253883606198	-9.53672645773971	1.47412029990014e-21	4.8986151504374e-20
gene-YPL004C	gene-YPL004C	3293.9698453641	-3.97808593384477	0.417299975270902	-9.53291677350875	1.52924978313797e-21	5.0540451849281e-20
gene-YER126C	gene-YER126C	1730.26931231194	3.76838977755281	0.395445207019901	9.5294865398714	1.58063063196303e-21	5.19546416419151e-20
gene-YPL226W	gene-YPL226W	2309.97407086825	4.22290739643235	0.443597809896919	9.51967593666354	1.73719938790933e-21	5.67923345841927e-20
gene-YGL009C	gene-YGL009C	5117.98070306517	4.95726825281962	0.521051064889606	9.5139777784926	1.83508142498065e-21	5.96697443993708e-20
gene-YLL008W	gene-YLL008W	1387.59052403072	4.13102777641061	0.434307233139103	9.51176370366249	1.87456929924075e-21	6.06277814000431e-20
gene-YPL245W	gene-YPL245W	403.987168452025	4.99419415802775	0.525979184609711	9.49504144680852	2.20123794300529e-21	7.08142929749788e-20
gene-YNL055C	gene-YNL055C	7646.87812893906	-3.83897139606605	0.404601047273133	-9.4882883322704	2.34858894497936e-21	7.51548462393396e-20
gene-YDR399W	gene-YDR399W	2786.7737669813	4.42694848269992	0.466790437265004	9.48380285731233	2.4518111579846e-21	7.80450204394256e-20
gene-YGL225W	gene-YGL225W	414.546190137143	4.55460345645072	0.480900306041541	9.47099305039179	2.77195738736115e-21	8.77738129778023e-20
gene-YGR157W	gene-YGR157W	2080.63062083113	-3.87535902172648	0.4093004285976	-9.46825058308577	2.84569497696515e-21	8.96393917744023e-20
gene-YDR216W	gene-YDR216W	2158.92922644768	-3.89376518272146	0.411723316616432	-9.45723748346501	3.16186058346164e-21	9.90825534133472e-20
